project_id,project_title,project_description,data_type,data_quality,scientific_name,taxonomic_rank,ncbi_tax_id,disease_name,mesh_id,phenotype_a,phenotype_a_mesh_id,phenotype_b,phenotype_b_mesh_id,negative_enriched_in,positive_enriched_in,effect_type,lda_score,p_value,q_value,association_url,citation,notes,direction,source_database
PMID40143557,Integration of Metabolomics and 16S Ribosomal RNA Sequencing to Elucidate the Pathogenesis of Ankylosing Spondylitis.,Case-control study of 40 ankylosing spondylitis patients versus 40 age- and sex-matched healthy controls using 16S rRNA V3-V4 fecal sequencing with LEfSe analysis.,16S rRNA,qualified,Dysgonomonas,genus,,"Spondylitis, Ankylosing",D013167,Health,D006262,"Spondylitis, Ankylosing",D013167,,,LEfSe,,,,https://doi.org/10.1002/iid3.70183,"Wang et al. 2025, Immunity Inflammation and Disease, PMID 40143557","Cohort is diagnosed AS (1984 modified New York criteria), not undifferentiated SpA. HLA-B27 positive in 36/40 (90%). No glucocorticoids, antibiotics, csDMARDs, bDMARDs or tsDMARDs in the prior 3 months; all patients were NSAID-treated with poor response (authors flag NSAID use as a residual confounder). LEfSe with logarithmic LDA threshold 2.0 and Benjamini-Hochberg FDR correction; no per-genus LDA score stated verbatim, so lda_score left blank.",enriched,PubMed
PMID40143557,Integration of Metabolomics and 16S Ribosomal RNA Sequencing to Elucidate the Pathogenesis of Ankylosing Spondylitis.,Case-control study of 40 ankylosing spondylitis patients versus 40 age- and sex-matched healthy controls using 16S rRNA V3-V4 fecal sequencing with LEfSe analysis.,16S rRNA,qualified,Ligilactobacillus,genus,,"Spondylitis, Ankylosing",D013167,Health,D006262,"Spondylitis, Ankylosing",D013167,,,LEfSe,,,,https://doi.org/10.1002/iid3.70183,"Wang et al. 2025, Immunity Inflammation and Disease, PMID 40143557","Stated as more abundant in the healthy control group, i.e. depleted in AS. Cohort is diagnosed AS (1984 modified New York criteria), not undifferentiated SpA. HLA-B27 positive in 36/40 (90%). No glucocorticoids, antibiotics, csDMARDs, bDMARDs or tsDMARDs in the prior 3 months; all patients were NSAID-treated with poor response (authors flag NSAID use as a residual confounder). LEfSe with logarithmic LDA threshold 2.0 and Benjamini-Hochberg FDR correction; no per-genus LDA score stated verbatim, so lda_score left blank.",depleted,PubMed
PMID40143557,Integration of Metabolomics and 16S Ribosomal RNA Sequencing to Elucidate the Pathogenesis of Ankylosing Spondylitis.,Case-control study of 40 ankylosing spondylitis patients versus 40 age- and sex-matched healthy controls using 16S rRNA V3-V4 fecal sequencing with LEfSe analysis.,16S rRNA,qualified,Klebsiella,genus,,"Spondylitis, Ankylosing",D013167,Health,D006262,"Spondylitis, Ankylosing",D013167,,,LEfSe,,,,https://doi.org/10.1002/iid3.70183,"Wang et al. 2025, Immunity Inflammation and Disease, PMID 40143557","Stated as more abundant in the healthy control group, i.e. depleted in AS. Direction is counterintuitive versus the wider literature but is what the paper states verbatim. Cohort is diagnosed AS (1984 modified New York criteria), not undifferentiated SpA. HLA-B27 positive in 36/40 (90%). No glucocorticoids, antibiotics, csDMARDs, bDMARDs or tsDMARDs in the prior 3 months; all patients were NSAID-treated with poor response (authors flag NSAID use as a residual confounder). LEfSe with logarithmic LDA threshold 2.0 and Benjamini-Hochberg FDR correction; no per-genus LDA score stated verbatim, so lda_score left blank.",depleted,PubMed
PMID40143557,Integration of Metabolomics and 16S Ribosomal RNA Sequencing to Elucidate the Pathogenesis of Ankylosing Spondylitis.,Case-control study of 40 ankylosing spondylitis patients versus 40 age- and sex-matched healthy controls using 16S rRNA V3-V4 fecal sequencing with LEfSe analysis.,16S rRNA,qualified,Paraprevotella,genus,,"Spondylitis, Ankylosing",D013167,Health,D006262,"Spondylitis, Ankylosing",D013167,,,LEfSe,,,,https://doi.org/10.1002/iid3.70183,"Wang et al. 2025, Immunity Inflammation and Disease, PMID 40143557","Stated as more abundant in the healthy control group, i.e. depleted in AS; corroborated in the paper's correlation section which also describes Paraprevotella as enriched in HC. Cohort is diagnosed AS (1984 modified New York criteria), not undifferentiated SpA. HLA-B27 positive in 36/40 (90%). No glucocorticoids, antibiotics, csDMARDs, bDMARDs or tsDMARDs in the prior 3 months; all patients were NSAID-treated with poor response (authors flag NSAID use as a residual confounder). LEfSe with logarithmic LDA threshold 2.0 and Benjamini-Hochberg FDR correction; no per-genus LDA score stated verbatim, so lda_score left blank.",depleted,PubMed
PMID40143557,Integration of Metabolomics and 16S Ribosomal RNA Sequencing to Elucidate the Pathogenesis of Ankylosing Spondylitis.,Case-control study of 40 ankylosing spondylitis patients versus 40 age- and sex-matched healthy controls using 16S rRNA V3-V4 fecal sequencing with LEfSe analysis.,16S rRNA,qualified,Pseudomonas,genus,,"Spondylitis, Ankylosing",D013167,Health,D006262,"Spondylitis, Ankylosing",D013167,,,LEfSe,,,,https://doi.org/10.1002/iid3.70183,"Wang et al. 2025, Immunity Inflammation and Disease, PMID 40143557","Stated as more abundant in the healthy control group, i.e. depleted in AS. Direction is counterintuitive versus the wider literature but is what the paper states verbatim. Cohort is diagnosed AS (1984 modified New York criteria), not undifferentiated SpA. HLA-B27 positive in 36/40 (90%). No glucocorticoids, antibiotics, csDMARDs, bDMARDs or tsDMARDs in the prior 3 months; all patients were NSAID-treated with poor response (authors flag NSAID use as a residual confounder). LEfSe with logarithmic LDA threshold 2.0 and Benjamini-Hochberg FDR correction; no per-genus LDA score stated verbatim, so lda_score left blank.",depleted,PubMed
PMID41423295,Alterations in the Gut Microbiome in Ankylosing Spondylitis and Their Correlation with Disease Activity.,Case-control study of 44 ankylosing spondylitis patients versus 50 healthy controls using 16S rRNA V4 fecal sequencing with Wilcoxon rank-sum comparison and LEfSe analysis.,16S rRNA,qualified,Escherichia,genus,,"Spondylitis, Ankylosing",D013167,Health,D006262,"Spondylitis, Ankylosing",D013167,,,LEfSe,,0.034,,https://doi.org/10.4014/jmb.2508.08043,"Jeong et al. 2025, Journal of Microbiology and Biotechnology, PMID 41423295","Verbatim: 'Escherichia, a member of Enterobacteriaceae, was significantly higher in the AS group (HC = 0.0%, AS = 1.9%, p = 0.034)'. LEfSe LDA score reported as >= 3.8 (lower bound only). Cohort is diagnosed AS. HLA-B27 status not reported for this cohort. 17/44 (38.6%) of AS patients were receiving anti-TNF agents at sampling (no anti-IL-17 use) - treatment is an uncontrolled confounder. LEfSe LDA values are reported only as lower bounds (e.g. 'LDA score >= 3.8'), not exact scores, so lda_score is left blank and the bound recorded here. p-values are from Wilcoxon rank-sum tests and appear to be nominal (no FDR correction stated).",enriched,PubMed
PMID41423295,Alterations in the Gut Microbiome in Ankylosing Spondylitis and Their Correlation with Disease Activity.,Case-control study of 44 ankylosing spondylitis patients versus 50 healthy controls using 16S rRNA V4 fecal sequencing with Wilcoxon rank-sum comparison and LEfSe analysis.,16S rRNA,qualified,Roseburia,genus,,"Spondylitis, Ankylosing",D013167,Health,D006262,"Spondylitis, Ankylosing",D013167,,,reported,,0.019,,https://doi.org/10.4014/jmb.2508.08043,"Jeong et al. 2025, Journal of Microbiology and Biotechnology, PMID 41423295","Verbatim: 'Roseburia was significantly decreased (HC = 3.0%, AS = 2.1%, p = 0.019)'. No LDA score reported for this genus. Cohort is diagnosed AS. HLA-B27 status not reported for this cohort. 17/44 (38.6%) of AS patients were receiving anti-TNF agents at sampling (no anti-IL-17 use) - treatment is an uncontrolled confounder. LEfSe LDA values are reported only as lower bounds (e.g. 'LDA score >= 3.8'), not exact scores, so lda_score is left blank and the bound recorded here. p-values are from Wilcoxon rank-sum tests and appear to be nominal (no FDR correction stated).",depleted,PubMed
PMID41423295,Alterations in the Gut Microbiome in Ankylosing Spondylitis and Their Correlation with Disease Activity.,Case-control study of 44 ankylosing spondylitis patients versus 50 healthy controls using 16S rRNA V4 fecal sequencing with Wilcoxon rank-sum comparison and LEfSe analysis.,16S rRNA,qualified,Faecalibacterium,genus,,"Spondylitis, Ankylosing",D013167,Health,D006262,"Spondylitis, Ankylosing",D013167,,,LEfSe,,0.013,,https://doi.org/10.4014/jmb.2508.08043,"Jeong et al. 2025, Journal of Microbiology and Biotechnology, PMID 41423295","Verbatim: 'Faecalibacterium was noticeably lower in AS group (HC = 6.6%, AS = 4.6%; p = 0.013)'. LEfSe LDA score reported as >= 4.0 (lower bound only). Cohort is diagnosed AS. HLA-B27 status not reported for this cohort. 17/44 (38.6%) of AS patients were receiving anti-TNF agents at sampling (no anti-IL-17 use) - treatment is an uncontrolled confounder. LEfSe LDA values are reported only as lower bounds (e.g. 'LDA score >= 3.8'), not exact scores, so lda_score is left blank and the bound recorded here. p-values are from Wilcoxon rank-sum tests and appear to be nominal (no FDR correction stated).",depleted,PubMed
PMID41423295,Alterations in the Gut Microbiome in Ankylosing Spondylitis and Their Correlation with Disease Activity.,Case-control study of 44 ankylosing spondylitis patients versus 50 healthy controls using 16S rRNA V4 fecal sequencing with Wilcoxon rank-sum comparison and LEfSe analysis.,16S rRNA,qualified,Sporobacter,genus,,"Spondylitis, Ankylosing",D013167,Health,D006262,"Spondylitis, Ankylosing",D013167,,,LEfSe,,,,https://doi.org/10.4014/jmb.2508.08043,"Jeong et al. 2025, Journal of Microbiology and Biotechnology, PMID 41423295","Stated as significantly abundant in the HC group by LEfSe, i.e. depleted in AS. LDA score reported as >= 3.1 (lower bound only). Cohort is diagnosed AS. HLA-B27 status not reported for this cohort. 17/44 (38.6%) of AS patients were receiving anti-TNF agents at sampling (no anti-IL-17 use) - treatment is an uncontrolled confounder. LEfSe LDA values are reported only as lower bounds (e.g. 'LDA score >= 3.8'), not exact scores, so lda_score is left blank and the bound recorded here. p-values are from Wilcoxon rank-sum tests and appear to be nominal (no FDR correction stated).",depleted,PubMed
PMID41423295,Alterations in the Gut Microbiome in Ankylosing Spondylitis and Their Correlation with Disease Activity.,Case-control study of 44 ankylosing spondylitis patients versus 50 healthy controls using 16S rRNA V4 fecal sequencing with Wilcoxon rank-sum comparison and LEfSe analysis.,16S rRNA,qualified,Fusicatenibacter,genus,,"Spondylitis, Ankylosing",D013167,Health,D006262,"Spondylitis, Ankylosing",D013167,,,LEfSe,,,,https://doi.org/10.4014/jmb.2508.08043,"Jeong et al. 2025, Journal of Microbiology and Biotechnology, PMID 41423295","Stated as significantly abundant in the HC group by LEfSe, i.e. depleted in AS. LDA score reported as >= 3.0 (lower bound only). Cohort is diagnosed AS. HLA-B27 status not reported for this cohort. 17/44 (38.6%) of AS patients were receiving anti-TNF agents at sampling (no anti-IL-17 use) - treatment is an uncontrolled confounder. LEfSe LDA values are reported only as lower bounds (e.g. 'LDA score >= 3.8'), not exact scores, so lda_score is left blank and the bound recorded here. p-values are from Wilcoxon rank-sum tests and appear to be nominal (no FDR correction stated).",depleted,PubMed
PMID41423295,Alterations in the Gut Microbiome in Ankylosing Spondylitis and Their Correlation with Disease Activity.,Case-control study of 44 ankylosing spondylitis patients versus 50 healthy controls using 16S rRNA V4 fecal sequencing with Wilcoxon rank-sum comparison and LEfSe analysis.,16S rRNA,qualified,Eisenbergiella,genus,,"Spondylitis, Ankylosing",D013167,Health,D006262,"Spondylitis, Ankylosing",D013167,,,LEfSe,,,,https://doi.org/10.4014/jmb.2508.08043,"Jeong et al. 2025, Journal of Microbiology and Biotechnology, PMID 41423295","Stated as significantly enriched in the HC group, i.e. depleted in AS. No LDA score stated for this genus. Cohort is diagnosed AS. HLA-B27 status not reported for this cohort. 17/44 (38.6%) of AS patients were receiving anti-TNF agents at sampling (no anti-IL-17 use) - treatment is an uncontrolled confounder. LEfSe LDA values are reported only as lower bounds (e.g. 'LDA score >= 3.8'), not exact scores, so lda_score is left blank and the bound recorded here. p-values are from Wilcoxon rank-sum tests and appear to be nominal (no FDR correction stated).",depleted,PubMed
