project_id,project_description,data_type,data_quality,scientific_name,taxonomic_rank,ncbi_tax_id,disease_name,mesh_id,negative_enriched_in,positive_enriched_in,effect_type,lda_score,p_value,q_value,association_url,citation,notes,direction,source_database
PMID39468434,22 vitiligo patients vs 10 age- and gender-matched healthy controls; fecal (stool) samples; 16S rRNA V3 amplicon sequencing with Greengenes2 taxonomy and LEfSe.,16S rRNA,qualified,Romboutsia ilealis,species,,Vitiligo,D014820,,,LEfSe,,,,https://doi.org/10.1186/s12866-024-03529-5,"Kumar et al. 2024, BMC Microbiol, PMID 39468434",Source reports the Greengenes2/GTDB split-genus label 'Romboutsia_B ilealis'; recorded here under the NCBI-equivalent binomial. Small cohort (22 patients vs 10 controls). LEfSe LDA cutoff 2.0.,depleted,PubMed
PMID39967732,"49 stable non-segmental vitiligo patients vs 49 sex-, age- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V3-V4 sequencing with SILVA v138.2 taxonomy and LEfSe.",16S rRNA,qualified,Bacteroides,genus,,Vitiligo,D014820,,,LEfSe,4.31,,,https://doi.org/10.3389/fmicb.2025.1499035,"Dou et al. 2025, Front Microbiol, PMID 39967732",Highest LDA score among vitiligo-group markers (stated verbatim as LDA_score = 4.31). Stable non-segmental vitiligo (VIDA 0). Caveat: in the adult subgroup the genus-level relative abundance difference was not significant after Benjamini-Hochberg correction (p = 0.0907).,enriched,PubMed
PMID39967732,"49 stable non-segmental vitiligo patients vs 49 sex-, age- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V3-V4 sequencing with SILVA v138.2 taxonomy and LEfSe.",16S rRNA,qualified,Lachnospira,genus,,Vitiligo,D014820,,,LEfSe,,,,https://doi.org/10.3389/fmicb.2025.1499035,"Dou et al. 2025, Front Microbiol, PMID 39967732",LEfSe marker genus of the vitiligo group (LDA > 3). Opposite direction reported by Kumar et al. 2024 (PMID 39468434). Stable non-segmental vitiligo (VIDA 0).,enriched,PubMed
PMID39967732,"49 stable non-segmental vitiligo patients vs 49 sex-, age- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V3-V4 sequencing with SILVA v138.2 taxonomy and LEfSe.",16S rRNA,qualified,Parabacteroides,genus,,Vitiligo,D014820,,,LEfSe,,,,https://doi.org/10.3389/fmicb.2025.1499035,"Dou et al. 2025, Front Microbiol, PMID 39967732",LEfSe marker genus of the vitiligo group (LDA > 3); also identified in both the minor and adult subgroups. Stable non-segmental vitiligo (VIDA 0).,enriched,PubMed
PMID39967732,"49 stable non-segmental vitiligo patients vs 49 sex-, age- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V3-V4 sequencing with SILVA v138.2 taxonomy and LEfSe.",16S rRNA,qualified,Sutterella,genus,,Vitiligo,D014820,,,LEfSe,,,,https://doi.org/10.3389/fmicb.2025.1499035,"Dou et al. 2025, Front Microbiol, PMID 39967732",LEfSe marker genus of the vitiligo group (LDA > 3). Stable non-segmental vitiligo (VIDA 0).,enriched,PubMed
PMID39967732,"49 stable non-segmental vitiligo patients vs 49 sex-, age- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V3-V4 sequencing with SILVA v138.2 taxonomy and LEfSe.",16S rRNA,qualified,Phascolarctobacterium,genus,,Vitiligo,D014820,,,LEfSe,,,,https://doi.org/10.3389/fmicb.2025.1499035,"Dou et al. 2025, Front Microbiol, PMID 39967732",LEfSe marker genus of the vitiligo group (LDA > 3). Stable non-segmental vitiligo (VIDA 0).,enriched,PubMed
PMID39967732,"49 stable non-segmental vitiligo patients vs 49 sex-, age- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V3-V4 sequencing with SILVA v138.2 taxonomy and LEfSe.",16S rRNA,qualified,Bifidobacterium,genus,,Vitiligo,D014820,,,LEfSe,,,,https://doi.org/10.3389/fmicb.2025.1499035,"Dou et al. 2025, Front Microbiol, PMID 39967732",Named among the 11 LEfSe marker genera of the healthy control group; also significantly more abundant in controls among the top-10 genera by relative abundance (FDR-adjusted). Opposite direction reported by Ju et al. 2025 (PMID 40243573).,depleted,PubMed
PMID39967732,"49 stable non-segmental vitiligo patients vs 49 sex-, age- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V3-V4 sequencing with SILVA v138.2 taxonomy and LEfSe.",16S rRNA,qualified,Blautia,genus,,Vitiligo,D014820,,,LEfSe,,,,https://doi.org/10.3389/fmicb.2025.1499035,"Dou et al. 2025, Front Microbiol, PMID 39967732",Named among the 11 LEfSe marker genera of the healthy control group; also significantly more abundant in controls among the top-10 genera by relative abundance (FDR-adjusted).,depleted,PubMed
PMID39967732,"49 stable non-segmental vitiligo patients vs 49 sex-, age- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V3-V4 sequencing with SILVA v138.2 taxonomy and LEfSe.",16S rRNA,qualified,Subdoligranulum,genus,,Vitiligo,D014820,,,LEfSe,,,,https://doi.org/10.3389/fmicb.2025.1499035,"Dou et al. 2025, Front Microbiol, PMID 39967732",Named among the 11 LEfSe marker genera of the healthy control group; also significantly more abundant in controls among the top-10 genera by relative abundance (FDR-adjusted).,depleted,PubMed
PMID39967732,"49 stable non-segmental vitiligo patients vs 49 sex-, age- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V3-V4 sequencing with SILVA v138.2 taxonomy and LEfSe.",16S rRNA,qualified,Agathobacter,genus,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.3389/fmicb.2025.1499035,"Dou et al. 2025, Front Microbiol, PMID 39967732",Significantly more abundant in healthy controls among the top-10 genera by relative abundance (FDR-adjusted); the discussion states it decreased substantially in the vitiligo cohort. Not among the explicitly named LEfSe marker genera.,depleted,PubMed
PMID37737154,25 non-segmental vitiligo patients vs 25 matched healthy controls; fecal (stool) samples; shotgun metagenomic sequencing with LEfSe and Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Bacteroides fragilis,species,,Vitiligo,D014820,,,LEfSe,,,,https://doi.org/10.1186/s12866-023-03020-7,"Luan et al. 2023, BMC Microbiol, PMID 37737154",Described as the most crucial vitiligo-enriched species by LEfSe (LDA score > 2.0); also significantly higher by Wilcoxon rank-sum test. Non-segmental vitiligo.,enriched,PubMed
PMID37737154,25 non-segmental vitiligo patients vs 25 matched healthy controls; fecal (stool) samples; shotgun metagenomic sequencing with LEfSe and Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Massilioclostridium coli,species,,Vitiligo,D014820,,,LEfSe,,,,https://doi.org/10.1186/s12866-023-03020-7,"Luan et al. 2023, BMC Microbiol, PMID 37737154",Significantly enriched in vitiligo patients by LEfSe (LDA score > 2.0). Non-segmental vitiligo.,enriched,PubMed
PMID37737154,25 non-segmental vitiligo patients vs 25 matched healthy controls; fecal (stool) samples; shotgun metagenomic sequencing with LEfSe and Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Amedibacillus dolichus,species,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.1186/s12866-023-03020-7,"Luan et al. 2023, BMC Microbiol, PMID 37737154","Higher/lower in patients by Wilcoxon rank-sum test (P < 0.05, nominal; no FDR correction reported). Non-segmental vitiligo.",enriched,PubMed
PMID37737154,25 non-segmental vitiligo patients vs 25 matched healthy controls; fecal (stool) samples; shotgun metagenomic sequencing with LEfSe and Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Barnesiella intestinihominis,species,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.1186/s12866-023-03020-7,"Luan et al. 2023, BMC Microbiol, PMID 37737154","Higher/lower in patients by Wilcoxon rank-sum test (P < 0.05, nominal; no FDR correction reported). Non-segmental vitiligo.",enriched,PubMed
PMID37737154,25 non-segmental vitiligo patients vs 25 matched healthy controls; fecal (stool) samples; shotgun metagenomic sequencing with LEfSe and Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Dorea longicatena,species,,Vitiligo,D014820,,,LEfSe,,,,https://doi.org/10.1186/s12866-023-03020-7,"Luan et al. 2023, BMC Microbiol, PMID 37737154",Reported by LEfSe as negatively associated with vitiligo patients. Non-segmental vitiligo.,depleted,PubMed
PMID37737154,25 non-segmental vitiligo patients vs 25 matched healthy controls; fecal (stool) samples; shotgun metagenomic sequencing with LEfSe and Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Prevotella copri,species,,Vitiligo,D014820,,,LEfSe,,,,https://doi.org/10.1186/s12866-023-03020-7,"Luan et al. 2023, BMC Microbiol, PMID 37737154","Source reports this specifically as 'Prevotella_copri_clade_C' (a subspecies-level clade), negatively associated with vitiligo patients by LEfSe. Opposite direction reported for P. copri by Kumar et al. 2024 (PMID 39468434). Non-segmental vitiligo.",depleted,PubMed
PMID37737154,25 non-segmental vitiligo patients vs 25 matched healthy controls; fecal (stool) samples; shotgun metagenomic sequencing with LEfSe and Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Sellimonas intestinalis,species,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.1186/s12866-023-03020-7,"Luan et al. 2023, BMC Microbiol, PMID 37737154","Higher/lower in patients by Wilcoxon rank-sum test (P < 0.05, nominal; no FDR correction reported). Non-segmental vitiligo.",depleted,PubMed
PMID37737154,25 non-segmental vitiligo patients vs 25 matched healthy controls; fecal (stool) samples; shotgun metagenomic sequencing with LEfSe and Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Coprococcus comes,species,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.1186/s12866-023-03020-7,"Luan et al. 2023, BMC Microbiol, PMID 37737154","Higher/lower in patients by Wilcoxon rank-sum test (P < 0.05, nominal; no FDR correction reported). Non-segmental vitiligo.",depleted,PubMed
PMID37737154,25 non-segmental vitiligo patients vs 25 matched healthy controls; fecal (stool) samples; shotgun metagenomic sequencing with LEfSe and Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Coprobacter secundus,species,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.1186/s12866-023-03020-7,"Luan et al. 2023, BMC Microbiol, PMID 37737154","Higher/lower in patients by Wilcoxon rank-sum test (P < 0.05, nominal; no FDR correction reported). Non-segmental vitiligo.",depleted,PubMed
PMID37737154,25 non-segmental vitiligo patients vs 25 matched healthy controls; fecal (stool) samples; shotgun metagenomic sequencing with LEfSe and Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Bacteroides bouchesdurhonensis,species,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.1186/s12866-023-03020-7,"Luan et al. 2023, BMC Microbiol, PMID 37737154","Higher/lower in patients by Wilcoxon rank-sum test (P < 0.05, nominal; no FDR correction reported). Non-segmental vitiligo.",depleted,PubMed
PMID37737154,25 non-segmental vitiligo patients vs 25 matched healthy controls; fecal (stool) samples; shotgun metagenomic sequencing with LEfSe and Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Allisonella histaminiformans,species,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.1186/s12866-023-03020-7,"Luan et al. 2023, BMC Microbiol, PMID 37737154","Higher/lower in patients by Wilcoxon rank-sum test (P < 0.05, nominal; no FDR correction reported). Non-segmental vitiligo.",depleted,PubMed
PMID37737154,25 non-segmental vitiligo patients vs 25 matched healthy controls; fecal (stool) samples; shotgun metagenomic sequencing with LEfSe and Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Streptococcus thermophilus,species,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.1186/s12866-023-03020-7,"Luan et al. 2023, BMC Microbiol, PMID 37737154","NAME CORRECTION: the abstract and results write 'Staphylococcus thermophiles', but the discussion identifies the organism as Streptococcus thermophilus (described as widely used to ferment yogurt); recorded under the valid name. Higher/lower in patients by Wilcoxon rank-sum test (P < 0.05, nominal; no FDR correction reported). Non-segmental vitiligo.",depleted,PubMed
PMID40243573,10 Korean patients with active spreading generalized vitiligo vs 20 demographically matched healthy controls; fecal (stool) samples; shotgun whole-genome metagenomic sequencing with Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Faecalibacterium,genus,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.3390/ijms26072939,"Ju et al. 2025, Int J Mol Sci, PMID 40243573","Reduced at the genus level compared with healthy controls. Very small cohort (10 patients vs 20 controls); active spreading vitiligo; 10% of patients taking probiotics; nominal p-values, no FDR correction reported.",depleted,PubMed
PMID40243573,10 Korean patients with active spreading generalized vitiligo vs 20 demographically matched healthy controls; fecal (stool) samples; shotgun whole-genome metagenomic sequencing with Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Coprococcus,genus,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.3390/ijms26072939,"Ju et al. 2025, Int J Mol Sci, PMID 40243573","Reduced at the genus level compared with healthy controls. Very small cohort (10 patients vs 20 controls); active spreading vitiligo; 10% of patients taking probiotics; nominal p-values, no FDR correction reported.",depleted,PubMed
PMID40243573,10 Korean patients with active spreading generalized vitiligo vs 20 demographically matched healthy controls; fecal (stool) samples; shotgun whole-genome metagenomic sequencing with Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Ruminococcus,genus,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.3390/ijms26072939,"Ju et al. 2025, Int J Mol Sci, PMID 40243573","Reduced at the genus level compared with healthy controls. Very small cohort (10 patients vs 20 controls); active spreading vitiligo; 10% of patients taking probiotics; nominal p-values, no FDR correction reported.",depleted,PubMed
PMID40243573,10 Korean patients with active spreading generalized vitiligo vs 20 demographically matched healthy controls; fecal (stool) samples; shotgun whole-genome metagenomic sequencing with Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Roseburia,genus,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.3390/ijms26072939,"Ju et al. 2025, Int J Mol Sci, PMID 40243573","Reduced at the genus level compared with healthy controls. Very small cohort (10 patients vs 20 controls); active spreading vitiligo; 10% of patients taking probiotics; nominal p-values, no FDR correction reported.",depleted,PubMed
PMID40243573,10 Korean patients with active spreading generalized vitiligo vs 20 demographically matched healthy controls; fecal (stool) samples; shotgun whole-genome metagenomic sequencing with Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Ligilactobacillus,genus,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.3390/ijms26072939,"Ju et al. 2025, Int J Mol Sci, PMID 40243573","Reduced at the genus level compared with healthy controls. Very small cohort (10 patients vs 20 controls); active spreading vitiligo; 10% of patients taking probiotics; nominal p-values, no FDR correction reported.",depleted,PubMed
PMID40243573,10 Korean patients with active spreading generalized vitiligo vs 20 demographically matched healthy controls; fecal (stool) samples; shotgun whole-genome metagenomic sequencing with Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Megamonas,genus,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.3390/ijms26072939,"Ju et al. 2025, Int J Mol Sci, PMID 40243573","Reduced at the genus level compared with healthy controls. Very small cohort (10 patients vs 20 controls); active spreading vitiligo; 10% of patients taking probiotics; nominal p-values, no FDR correction reported.",depleted,PubMed
PMID40243573,10 Korean patients with active spreading generalized vitiligo vs 20 demographically matched healthy controls; fecal (stool) samples; shotgun whole-genome metagenomic sequencing with Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Parabacteroides,genus,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.3390/ijms26072939,"Ju et al. 2025, Int J Mol Sci, PMID 40243573","Described verbatim as 'slightly enriched' in the vitiligo group. Very small cohort (10 patients vs 20 controls); active spreading vitiligo; 10% of patients taking probiotics; nominal p-values, no FDR correction reported.",enriched,PubMed
PMID40243573,10 Korean patients with active spreading generalized vitiligo vs 20 demographically matched healthy controls; fecal (stool) samples; shotgun whole-genome metagenomic sequencing with Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Bifidobacterium,genus,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.3390/ijms26072939,"Ju et al. 2025, Int J Mol Sci, PMID 40243573","Described verbatim as 'slightly enriched' in the vitiligo group. Opposite direction reported by Dou et al. 2025 (PMID 39967732). Very small cohort (10 patients vs 20 controls); active spreading vitiligo; 10% of patients taking probiotics; nominal p-values, no FDR correction reported.",enriched,PubMed
PMID40243573,10 Korean patients with active spreading generalized vitiligo vs 20 demographically matched healthy controls; fecal (stool) samples; shotgun whole-genome metagenomic sequencing with Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Faecalibacterium prausnitzii,species,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.3390/ijms26072939,"Ju et al. 2025, Int J Mol Sci, PMID 40243573","Significantly reduced in the vitiligo group. Source spells the name inconsistently across sections ('Feacalibacterium prausnizii', 'Faecalibacterium prasuntzii'); recorded under the valid name. Very small cohort (10 patients vs 20 controls); active spreading vitiligo; 10% of patients taking probiotics; nominal p-values, no FDR correction reported.",depleted,PubMed
PMID40243573,10 Korean patients with active spreading generalized vitiligo vs 20 demographically matched healthy controls; fecal (stool) samples; shotgun whole-genome metagenomic sequencing with Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Faecalibacterium duncaniae,species,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.3390/ijms26072939,"Ju et al. 2025, Int J Mol Sci, PMID 40243573","Significantly reduced in the vitiligo group. Source spells the name inconsistently ('Faecalibacteriumduncaniae', 'Feacalibacterium duncanieae'); recorded under the valid name. Very small cohort (10 patients vs 20 controls); active spreading vitiligo; 10% of patients taking probiotics; nominal p-values, no FDR correction reported.",depleted,PubMed
PMID40243573,10 Korean patients with active spreading generalized vitiligo vs 20 demographically matched healthy controls; fecal (stool) samples; shotgun whole-genome metagenomic sequencing with Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Megamonas funiformis,species,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.3390/ijms26072939,"Ju et al. 2025, Int J Mol Sci, PMID 40243573","Significantly reduced in the vitiligo group. Source spells the genus inconsistently ('Meamonas', 'Meganonas'); recorded under the valid name. Very small cohort (10 patients vs 20 controls); active spreading vitiligo; 10% of patients taking probiotics; nominal p-values, no FDR correction reported.",depleted,PubMed
PMID40243573,10 Korean patients with active spreading generalized vitiligo vs 20 demographically matched healthy controls; fecal (stool) samples; shotgun whole-genome metagenomic sequencing with Wilcoxon rank-sum testing.,shotgun metagenomics,qualified,Bifidobacterium bifidum,species,,Vitiligo,D014820,,,reported,,,,https://doi.org/10.3390/ijms26072939,"Ju et al. 2025, Int J Mol Sci, PMID 40243573","Significantly increased in the vitiligo group. Authors caution the rise may reflect the overall decrease in microbial diversity rather than an absolute increase, and one patient in the vitiligo group was taking probiotics. Very small cohort (10 patients vs 20 controls); active spreading vitiligo; 10% of patients taking probiotics; nominal p-values, no FDR correction reported.",enriched,PubMed
