project_id,project_title,project_description,data_type,data_quality,scientific_name,taxonomic_rank,ncbi_tax_id,disease_name,mesh_id,phenotype_a,phenotype_a_mesh_id,phenotype_b,phenotype_b_mesh_id,negative_enriched_in,positive_enriched_in,effect_type,lda_score,p_value,q_value,association_url,citation,notes,direction,source_database
PMID33094959,The Gut Microbiome in Patients With Chronic Pancreatitis Is Characterized by Significant Dysbiosis and Overgrowth by Opportunistic Pathogens,"51 chronic pancreatitis patients vs 102 non-pancreatic-disease controls matched for age, sex, BMI, smoking, diabetes and stool elastase; fecal samples profiled by 16S rRNA gene sequencing (V1-V2 region).",16S rRNA,qualified,Butyricimonas,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,1.30E-02,3.08E-02,https://doi.org/10.14309/ctg.0000000000000232,"Frost et al. 2020, Clin Transl Gastroenterol, PMID 33094959","Etiology: 68.6% alcohol-related (19.6% actively drinking), 25.5% idiopathic, 5.9% SPINK1-associated; 45.1% of patients on pancreatic enzyme replacement therapy, 54.9% on PPI. Controls were matched for exocrine pancreatic function (stool elastase), so findings are not explained by exocrine insufficiency alone. p from Mann-Whitney U; q is Benjamini-Hochberg FDR-adjusted (both reported, so findings are FDR-corrected, not merely nominal). Direction from sign of log(CP mean/control mean) in Table 2. CAVEAT: direction is discordant between measures - mean relative abundance is higher in CP (0.650% vs 0.520%, log ratio +0.22) while the median is lower (0.000% vs 0.265%). Counted by the authors among the 8 taxa that 'increased in abundance'. Treat this row as low confidence.",enriched,PubMed
PMID33094959,The Gut Microbiome in Patients With Chronic Pancreatitis Is Characterized by Significant Dysbiosis and Overgrowth by Opportunistic Pathogens,"51 chronic pancreatitis patients vs 102 non-pancreatic-disease controls matched for age, sex, BMI, smoking, diabetes and stool elastase; fecal samples profiled by 16S rRNA gene sequencing (V1-V2 region).",16S rRNA,qualified,Catenibacterium,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,1.69E-03,5.16E-03,https://doi.org/10.14309/ctg.0000000000000232,"Frost et al. 2020, Clin Transl Gastroenterol, PMID 33094959","Etiology: 68.6% alcohol-related (19.6% actively drinking), 25.5% idiopathic, 5.9% SPINK1-associated; 45.1% of patients on pancreatic enzyme replacement therapy, 54.9% on PPI. Controls were matched for exocrine pancreatic function (stool elastase), so findings are not explained by exocrine insufficiency alone. p from Mann-Whitney U; q is Benjamini-Hochberg FDR-adjusted (both reported, so findings are FDR-corrected, not merely nominal). Direction from sign of log(CP mean/control mean) in Table 2. log ratio -1.72.",depleted,PubMed
PMID33094959,The Gut Microbiome in Patients With Chronic Pancreatitis Is Characterized by Significant Dysbiosis and Overgrowth by Opportunistic Pathogens,"51 chronic pancreatitis patients vs 102 non-pancreatic-disease controls matched for age, sex, BMI, smoking, diabetes and stool elastase; fecal samples profiled by 16S rRNA gene sequencing (V1-V2 region).",16S rRNA,qualified,Streptococcus,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,2.81E-05,4.28E-04,https://doi.org/10.14309/ctg.0000000000000232,"Frost et al. 2020, Clin Transl Gastroenterol, PMID 33094959","Etiology: 68.6% alcohol-related (19.6% actively drinking), 25.5% idiopathic, 5.9% SPINK1-associated; 45.1% of patients on pancreatic enzyme replacement therapy, 54.9% on PPI. Controls were matched for exocrine pancreatic function (stool elastase), so findings are not explained by exocrine insufficiency alone. p from Mann-Whitney U; q is Benjamini-Hochberg FDR-adjusted (both reported, so findings are FDR-corrected, not merely nominal). Direction from sign of log(CP mean/control mean) in Table 2. Named in the abstract as a facultative pathogenic organism increased in CP; log ratio +0.70.",enriched,PubMed
PMID33094959,The Gut Microbiome in Patients With Chronic Pancreatitis Is Characterized by Significant Dysbiosis and Overgrowth by Opportunistic Pathogens,"51 chronic pancreatitis patients vs 102 non-pancreatic-disease controls matched for age, sex, BMI, smoking, diabetes and stool elastase; fecal samples profiled by 16S rRNA gene sequencing (V1-V2 region).",16S rRNA,qualified,Flavonifractor,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,7.46E-03,2.04E-02,https://doi.org/10.14309/ctg.0000000000000232,"Frost et al. 2020, Clin Transl Gastroenterol, PMID 33094959","Etiology: 68.6% alcohol-related (19.6% actively drinking), 25.5% idiopathic, 5.9% SPINK1-associated; 45.1% of patients on pancreatic enzyme replacement therapy, 54.9% on PPI. Controls were matched for exocrine pancreatic function (stool elastase), so findings are not explained by exocrine insufficiency alone. p from Mann-Whitney U; q is Benjamini-Hochberg FDR-adjusted (both reported, so findings are FDR-corrected, not merely nominal). Direction from sign of log(CP mean/control mean) in Table 2. log ratio +0.83.",enriched,PubMed
PMID33094959,The Gut Microbiome in Patients With Chronic Pancreatitis Is Characterized by Significant Dysbiosis and Overgrowth by Opportunistic Pathogens,"51 chronic pancreatitis patients vs 102 non-pancreatic-disease controls matched for age, sex, BMI, smoking, diabetes and stool elastase; fecal samples profiled by 16S rRNA gene sequencing (V1-V2 region).",16S rRNA,qualified,Catabacter,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,1.98E-02,4.47E-02,https://doi.org/10.14309/ctg.0000000000000232,"Frost et al. 2020, Clin Transl Gastroenterol, PMID 33094959","Etiology: 68.6% alcohol-related (19.6% actively drinking), 25.5% idiopathic, 5.9% SPINK1-associated; 45.1% of patients on pancreatic enzyme replacement therapy, 54.9% on PPI. Controls were matched for exocrine pancreatic function (stool elastase), so findings are not explained by exocrine insufficiency alone. p from Mann-Whitney U; q is Benjamini-Hochberg FDR-adjusted (both reported, so findings are FDR-corrected, not merely nominal). Direction from sign of log(CP mean/control mean) in Table 2. log ratio -0.71.",depleted,PubMed
PMID33094959,The Gut Microbiome in Patients With Chronic Pancreatitis Is Characterized by Significant Dysbiosis and Overgrowth by Opportunistic Pathogens,"51 chronic pancreatitis patients vs 102 non-pancreatic-disease controls matched for age, sex, BMI, smoking, diabetes and stool elastase; fecal samples profiled by 16S rRNA gene sequencing (V1-V2 region).",16S rRNA,qualified,Desulfovibrio,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,5.22E-04,1.94E-03,https://doi.org/10.14309/ctg.0000000000000232,"Frost et al. 2020, Clin Transl Gastroenterol, PMID 33094959","Etiology: 68.6% alcohol-related (19.6% actively drinking), 25.5% idiopathic, 5.9% SPINK1-associated; 45.1% of patients on pancreatic enzyme replacement therapy, 54.9% on PPI. Controls were matched for exocrine pancreatic function (stool elastase), so findings are not explained by exocrine insufficiency alone. p from Mann-Whitney U; q is Benjamini-Hochberg FDR-adjusted (both reported, so findings are FDR-corrected, not merely nominal). Direction from sign of log(CP mean/control mean) in Table 2. log ratio -0.93.",depleted,PubMed
PMID33094959,The Gut Microbiome in Patients With Chronic Pancreatitis Is Characterized by Significant Dysbiosis and Overgrowth by Opportunistic Pathogens,"51 chronic pancreatitis patients vs 102 non-pancreatic-disease controls matched for age, sex, BMI, smoking, diabetes and stool elastase; fecal samples profiled by 16S rRNA gene sequencing (V1-V2 region).",16S rRNA,qualified,Coprobacter,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,9.35E-04,3.04E-03,https://doi.org/10.14309/ctg.0000000000000232,"Frost et al. 2020, Clin Transl Gastroenterol, PMID 33094959","Etiology: 68.6% alcohol-related (19.6% actively drinking), 25.5% idiopathic, 5.9% SPINK1-associated; 45.1% of patients on pancreatic enzyme replacement therapy, 54.9% on PPI. Controls were matched for exocrine pancreatic function (stool elastase), so findings are not explained by exocrine insufficiency alone. p from Mann-Whitney U; q is Benjamini-Hochberg FDR-adjusted (both reported, so findings are FDR-corrected, not merely nominal). Direction from sign of log(CP mean/control mean) in Table 2. log ratio -0.44.",depleted,PubMed
PMID33094959,The Gut Microbiome in Patients With Chronic Pancreatitis Is Characterized by Significant Dysbiosis and Overgrowth by Opportunistic Pathogens,"51 chronic pancreatitis patients vs 102 non-pancreatic-disease controls matched for age, sex, BMI, smoking, diabetes and stool elastase; fecal samples profiled by 16S rRNA gene sequencing (V1-V2 region).",16S rRNA,qualified,Olsenella,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,3.50E-04,1.59E-03,https://doi.org/10.14309/ctg.0000000000000232,"Frost et al. 2020, Clin Transl Gastroenterol, PMID 33094959","Etiology: 68.6% alcohol-related (19.6% actively drinking), 25.5% idiopathic, 5.9% SPINK1-associated; 45.1% of patients on pancreatic enzyme replacement therapy, 54.9% on PPI. Controls were matched for exocrine pancreatic function (stool elastase), so findings are not explained by exocrine insufficiency alone. p from Mann-Whitney U; q is Benjamini-Hochberg FDR-adjusted (both reported, so findings are FDR-corrected, not merely nominal). Direction from sign of log(CP mean/control mean) in Table 2. log ratio -0.93.",depleted,PubMed
PMID33094959,The Gut Microbiome in Patients With Chronic Pancreatitis Is Characterized by Significant Dysbiosis and Overgrowth by Opportunistic Pathogens,"51 chronic pancreatitis patients vs 102 non-pancreatic-disease controls matched for age, sex, BMI, smoking, diabetes and stool elastase; fecal samples profiled by 16S rRNA gene sequencing (V1-V2 region).",16S rRNA,qualified,Enterococcus,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,8.33E-05,6.19E-04,https://doi.org/10.14309/ctg.0000000000000232,"Frost et al. 2020, Clin Transl Gastroenterol, PMID 33094959","Etiology: 68.6% alcohol-related (19.6% actively drinking), 25.5% idiopathic, 5.9% SPINK1-associated; 45.1% of patients on pancreatic enzyme replacement therapy, 54.9% on PPI. Controls were matched for exocrine pancreatic function (stool elastase), so findings are not explained by exocrine insufficiency alone. p from Mann-Whitney U; q is Benjamini-Hochberg FDR-adjusted (both reported, so findings are FDR-corrected, not merely nominal). Direction from sign of log(CP mean/control mean) in Table 2. Largest relative increase of any genus (log ratio +3.48); named in the abstract as an opportunistic pathogen overgrowing in CP.",enriched,PubMed
PMID32352720,Disordered Gut Microbiota in Children Who Have Chronic Pancreatitis and Different Functional Gene Mutations,30 children with chronic pancreatitis vs 35 healthy controls; fecal samples profiled by 16S rRNA gene sequencing (V3-V4 region).,16S rRNA,qualified,Subdoligranulum,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,,,https://doi.org/10.14309/ctg.0000000000000150,"Wang et al. 2020, Clin Transl Gastroenterol, PMID 32352720","Pediatric chronic pancreatitis cohort, largely genetic (CFTR, CASR, CTSB, SPINK1, PRSS1 functional gene mutations); alcohol etiology not applicable. Exocrine insufficiency status and enzyme replacement therapy not reported. Listed by the authors as one of six genera with the greatest significant reductions in CCP relative to healthy controls (combined ROC AUC 0.92 for the six-genus panel). No per-genus p, q or LDA value is stated in the paper, so those columns are left blank rather than estimated. Multiple-testing correction not specified for this comparison.",depleted,PubMed
PMID32352720,Disordered Gut Microbiota in Children Who Have Chronic Pancreatitis and Different Functional Gene Mutations,30 children with chronic pancreatitis vs 35 healthy controls; fecal samples profiled by 16S rRNA gene sequencing (V3-V4 region).,16S rRNA,qualified,Phascolarctobacterium,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,,,https://doi.org/10.14309/ctg.0000000000000150,"Wang et al. 2020, Clin Transl Gastroenterol, PMID 32352720","Pediatric chronic pancreatitis cohort, largely genetic (CFTR, CASR, CTSB, SPINK1, PRSS1 functional gene mutations); alcohol etiology not applicable. Exocrine insufficiency status and enzyme replacement therapy not reported. Listed by the authors as one of six genera with the greatest significant reductions in CCP relative to healthy controls (combined ROC AUC 0.92 for the six-genus panel). No per-genus p, q or LDA value is stated in the paper, so those columns are left blank rather than estimated. Multiple-testing correction not specified for this comparison.",depleted,PubMed
PMID32352720,Disordered Gut Microbiota in Children Who Have Chronic Pancreatitis and Different Functional Gene Mutations,30 children with chronic pancreatitis vs 35 healthy controls; fecal samples profiled by 16S rRNA gene sequencing (V3-V4 region).,16S rRNA,qualified,Bifidobacterium,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,,,https://doi.org/10.14309/ctg.0000000000000150,"Wang et al. 2020, Clin Transl Gastroenterol, PMID 32352720","Pediatric chronic pancreatitis cohort, largely genetic (CFTR, CASR, CTSB, SPINK1, PRSS1 functional gene mutations); alcohol etiology not applicable. Exocrine insufficiency status and enzyme replacement therapy not reported. Listed by the authors as one of six genera with the greatest significant reductions in CCP relative to healthy controls (combined ROC AUC 0.92 for the six-genus panel). No per-genus p, q or LDA value is stated in the paper, so those columns are left blank rather than estimated. Multiple-testing correction not specified for this comparison. Depletion of Bifidobacterium in CP vs controls is independently corroborated by PMID 36795087 (40 CP vs 38 healthy family members) and by the meta-analysis PMID 38847785.",depleted,PubMed
PMID32352720,Disordered Gut Microbiota in Children Who Have Chronic Pancreatitis and Different Functional Gene Mutations,30 children with chronic pancreatitis vs 35 healthy controls; fecal samples profiled by 16S rRNA gene sequencing (V3-V4 region).,16S rRNA,qualified,Eubacterium,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,,,https://doi.org/10.14309/ctg.0000000000000150,"Wang et al. 2020, Clin Transl Gastroenterol, PMID 32352720","Pediatric chronic pancreatitis cohort, largely genetic (CFTR, CASR, CTSB, SPINK1, PRSS1 functional gene mutations); alcohol etiology not applicable. Exocrine insufficiency status and enzyme replacement therapy not reported. Listed by the authors as one of six genera with the greatest significant reductions in CCP relative to healthy controls (combined ROC AUC 0.92 for the six-genus panel). No per-genus p, q or LDA value is stated in the paper, so those columns are left blank rather than estimated. Multiple-testing correction not specified for this comparison. NAME CAVEAT: the source paper prints this genus as 'Eubacerium' in both the abstract and Results - an evident typographical error for Eubacterium, which is recorded here. Verified against the PMC rendering (PMC7145041).",depleted,PubMed
PMID32352720,Disordered Gut Microbiota in Children Who Have Chronic Pancreatitis and Different Functional Gene Mutations,30 children with chronic pancreatitis vs 35 healthy controls; fecal samples profiled by 16S rRNA gene sequencing (V3-V4 region).,16S rRNA,qualified,Collinsella,genus,,"Pancreatitis, Chronic",D050500,Health,D006262,"Pancreatitis, Chronic",D050500,,,reported,,,,https://doi.org/10.14309/ctg.0000000000000150,"Wang et al. 2020, Clin Transl Gastroenterol, PMID 32352720","Pediatric chronic pancreatitis cohort, largely genetic (CFTR, CASR, CTSB, SPINK1, PRSS1 functional gene mutations); alcohol etiology not applicable. Exocrine insufficiency status and enzyme replacement therapy not reported. Listed by the authors as one of six genera with the greatest significant reductions in CCP relative to healthy controls (combined ROC AUC 0.92 for the six-genus panel). No per-genus p, q or LDA value is stated in the paper, so those columns are left blank rather than estimated. Multiple-testing correction not specified for this comparison.",depleted,PubMed
