project_id,project_title,project_description,data_type,data_quality,scientific_name,taxonomic_rank,ncbi_tax_id,disease_name,mesh_id,phenotype_a,phenotype_a_mesh_id,phenotype_b,phenotype_b_mesh_id,negative_enriched_in,positive_enriched_in,effect_type,lda_score,p_value,q_value,association_url,citation,notes,direction,source_database
PMID39355268,Intratumoral and fecal microbiota reveals microbial markers associated with gastric carcinogenesis,"Meta-analysis reanalyzing 16S rRNA sequencing data from 394 fecal/stool samples (plus 1,642 gastric biopsy samples) across 11 independent studies of gastric cancer (GC) patients vs healthy individuals, using LEfSe (LDA>2.0, p<0.05) to identify genus-level differential taxa in gut microbiota.",meta-analysis,qualified,Roseburia,genus,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,LEfSe,,,,https://doi.org/10.3389/fcimb.2024.1397466,"Wang et al. 2024, Front Cell Infect Microbiol, PMID 39355268","Fecal/gut microbiota. LEfSe-identified genus depleted (reduced) in GC vs normal (also GC-depleted in gastric tissue, i.e. co-differential across both sites). Exact LDA/p-value not extractable from available text.",depleted,PubMed
PMID39355268,Intratumoral and fecal microbiota reveals microbial markers associated with gastric carcinogenesis,"Meta-analysis reanalyzing 16S rRNA sequencing data from 394 fecal/stool samples (plus 1,642 gastric biopsy samples) across 11 independent studies of gastric cancer (GC) patients vs healthy individuals, using LEfSe (LDA>2.0, p<0.05) to identify genus-level differential taxa in gut microbiota.",meta-analysis,qualified,Faecalibacterium,genus,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,LEfSe,,,,https://doi.org/10.3389/fcimb.2024.1397466,"Wang et al. 2024, Front Cell Infect Microbiol, PMID 39355268","Fecal/gut microbiota. LEfSe-identified genus depleted (reduced) in GC vs normal (also GC-depleted in gastric tissue, i.e. co-differential across both sites). Exact LDA/p-value not extractable from available text.",depleted,PubMed
PMID39355268,Intratumoral and fecal microbiota reveals microbial markers associated with gastric carcinogenesis,"Meta-analysis reanalyzing 16S rRNA sequencing data from 394 fecal/stool samples (plus 1,642 gastric biopsy samples) across 11 independent studies of gastric cancer (GC) patients vs healthy individuals, using LEfSe (LDA>2.0, p<0.05) to identify genus-level differential taxa in gut microbiota.",meta-analysis,qualified,Phascolarctobacterium,genus,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,LEfSe,,,,https://doi.org/10.3389/fcimb.2024.1397466,"Wang et al. 2024, Front Cell Infect Microbiol, PMID 39355268",Fecal/gut microbiota. Named in Discussion as depleted (GC-depleted) co-differential bacterium in both stomach and intestines. Exact LDA/p-value not extractable from available text.,depleted,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Streptococcus anginosus,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850","Gut/stool species enriched in GC vs chronic-gastritis controls; strongest of the GC-associated Streptococcus species, confirmed via strain-level analysis as oral-to-gut transmitted. Exact p/q-value not extractable from available text.",enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Streptococcus constellatus,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species enriched in GC vs chronic-gastritis controls; remained significant independent of S. anginosus in conditional analysis. Exact p/q-value not extractable from available text.,enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Streptococcus cristatus,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species enriched in GC vs chronic-gastritis controls; one of the 8 oral-gut transmitted Streptococcus species. Exact p/q-value not extractable from available text.,enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Streptococcus gordonii,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species enriched in GC vs chronic-gastritis controls; remained significant independent of S. anginosus in conditional analysis. Exact p/q-value not extractable from available text.,enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Streptococcus infantis,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species enriched in GC vs chronic-gastritis controls; remained significant independent of S. anginosus in conditional analysis. Exact p/q-value not extractable from available text.,enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Streptococcus mitis,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species enriched in GC vs chronic-gastritis controls; remained significant independent of S. anginosus in conditional analysis. Exact p/q-value not extractable from available text.,enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Streptococcus oralis,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species enriched in GC vs chronic-gastritis controls; remained significant independent of S. anginosus in conditional analysis. Exact p/q-value not extractable from available text.,enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Streptococcus vestibularis,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species enriched in GC vs chronic-gastritis controls; one of the 8 oral-gut transmitted Streptococcus species. Exact p/q-value not extractable from available text.,enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Ligilactobacillus salivarius,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species (lactic acid bacterium) enriched in GC vs chronic-gastritis controls; part of GC-enriched LAB co-abundance network. Exact p/q-value not extractable from available text.,enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Limosilactobacillus fermentum,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species (lactic acid bacterium) enriched in GC vs chronic-gastritis controls; part of GC-enriched LAB co-abundance network. Exact p/q-value not extractable from available text.,enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Bifidobacterium dentium,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species enriched in GC vs chronic-gastritis controls; listed among GC-enriched LAB. Exact p/q-value not extractable from available text.,enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Lactobacillus gasseri,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species (lactic acid bacterium) enriched in GC vs chronic-gastritis controls; listed among GC-enriched LAB. Exact p/q-value not extractable from available text.,enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Limosilactobacillus oris,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species (lactic acid bacterium) enriched in GC vs chronic-gastritis controls; listed among GC-enriched LAB. Exact p/q-value not extractable from available text.,enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Limosilactobacillus vaginalis,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species (lactic acid bacterium) enriched in GC vs chronic-gastritis controls; listed among GC-enriched LAB. Exact p/q-value not extractable from available text.,enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Rothia,genus,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850","Gut/stool genus enriched in GC vs chronic-gastritis controls; the specific enriched member is an unnamed species-level genome bin (SGB49305), so reported at genus level only. Exact p/q-value not extractable from available text.",enriched,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Bacteroides ovatus,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species depleted (lower) in GC vs chronic-gastritis controls; named example of the 5 GC-depleted 'beneficial bacteria' species. Exact p/q-value not extractable from available text.,depleted,PubMed
PMID42013850,Distinct signatures in the human gut and oral microbiomes of gastric cancer,"Shotgun metagenomic sequencing of 312 stool samples from a total of 317 gastric cancer (GC) patients and chronic-gastritis (disease-free-appearing) controls across two independent Shanghai cohorts, with species-level differential abundance testing (Wilcoxon rank-sum, MaAsLin2, ANCOM-BC; FDR<0.05 in cohort 1, validated at nominal p<0.05 in cohort 2).",shotgun metagenomics,qualified,Fusicatenibacter saccharivorans,species,,Stomach Neoplasms,D013274,Health,D006262,Stomach Neoplasms,D013274,,,reported,,,,https://doi.org/10.1016/j.xcrm.2026.102761,"Qin et al. 2026, Cell Rep Med, PMID 42013850",Gut/stool species depleted (lower) in GC vs chronic-gastritis controls; named example of the 5 GC-depleted 'beneficial bacteria' species. Exact p/q-value not extractable from available text.,depleted,PubMed
