project_id,project_description,data_type,data_quality,scientific_name,taxonomic_rank,ncbi_tax_id,disease_name,mesh_id,negative_enriched_in,positive_enriched_in,effect_type,lda_score,p_value,q_value,association_url,citation,notes,direction,source_database
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Eggerthella lenta,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",enriched,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Flavonifractor plautii,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",enriched,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Ruminococcus gnavus,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",enriched,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Bacteroides clarus,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Bacteroides intestinalis,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Bacteroides salyersiae,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Bacteroides stercoris,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Butyrivibrio crossotus,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Coprococcus catus,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Eubacterium hallii,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Eubacterium ramulus,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Odoribacter splanchnicus,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Prevotella copri,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Ruminococcus callidus,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Ruminococcus champanellensis,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Ruminococcus obeum,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID32083024,Metagenome-wide association study of 108 shotgun-sequenced fecal samples from 54 elderly women with migraine and 54 age- and BMI-matched healthy controls.,shotgun metagenomics,qualified,Sutterella wadsworthensis,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.3389/fcimb.2019.00470,"Chen et al. 2020, Front Cell Infect Microbiol, PMID 32083024","Elderly women only; migraine subtype (with/without aura, episodic vs chronic) not specified. From the differentially enriched species set (Wilcoxon rank-sum p<0.05); authors report FDR 0.14-0.29 for this set, so it is nominally significant and not stringently FDR-controlled. No per-taxon p-value published.",depleted,PubMed
PMID39516813,Full-length 16S rRNA (Oxford Nanopore) fecal microbiota profiling of 32 women with chronic migraine plus NSAID medication overuse headache versus 16 healthy non-headache women.,16S rRNA,qualified,Ruminococcus,genus,,Migraine Disorders,D008881,,,reported,,0.034,,https://doi.org/10.1186/s10194-024-01891-3,"Vuralli et al. 2024, J Headache Pain, PMID 39516813",Chronic migraine with NSAID medication overuse headache (CM+MOH); women only. Nominal p-value from Mann-Whitney U / t-test; no FDR correction reported. Alpha and beta diversity did not differ between groups.,depleted,PubMed
PMID39516813,Full-length 16S rRNA (Oxford Nanopore) fecal microbiota profiling of 32 women with chronic migraine plus NSAID medication overuse headache versus 16 healthy non-headache women.,16S rRNA,qualified,Desulfovibrio,genus,,Migraine Disorders,D008881,,,reported,,0.045,,https://doi.org/10.1186/s10194-024-01891-3,"Vuralli et al. 2024, J Headache Pain, PMID 39516813",Chronic migraine with NSAID medication overuse headache (CM+MOH); women only. Nominal p-value from Mann-Whitney U / t-test; no FDR correction reported. Alpha and beta diversity did not differ between groups.,enriched,PubMed
PMID39516813,Full-length 16S rRNA (Oxford Nanopore) fecal microbiota profiling of 32 women with chronic migraine plus NSAID medication overuse headache versus 16 healthy non-headache women.,16S rRNA,qualified,Gemmiger,genus,,Migraine Disorders,D008881,,,reported,,0.034,,https://doi.org/10.1186/s10194-024-01891-3,"Vuralli et al. 2024, J Headache Pain, PMID 39516813",Chronic migraine with NSAID medication overuse headache (CM+MOH); women only. Nominal p-value from Mann-Whitney U / t-test; no FDR correction reported. Alpha and beta diversity did not differ between groups.,enriched,PubMed
PMID39516813,Full-length 16S rRNA (Oxford Nanopore) fecal microbiota profiling of 32 women with chronic migraine plus NSAID medication overuse headache versus 16 healthy non-headache women.,16S rRNA,qualified,Dialister,genus,,Migraine Disorders,D008881,,,reported,,0.027,,https://doi.org/10.1186/s10194-024-01891-3,"Vuralli et al. 2024, J Headache Pain, PMID 39516813",Chronic migraine with NSAID medication overuse headache (CM+MOH); women only. Nominal p-value from Mann-Whitney U / t-test; no FDR correction reported. Alpha and beta diversity did not differ between groups.,enriched,PubMed
PMID39516813,Full-length 16S rRNA (Oxford Nanopore) fecal microbiota profiling of 32 women with chronic migraine plus NSAID medication overuse headache versus 16 healthy non-headache women.,16S rRNA,qualified,Clostridium fessum,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.1186/s10194-024-01891-3,"Vuralli et al. 2024, J Headache Pain, PMID 39516813","Chronic migraine with NSAID medication overuse headache (CM+MOH); women only. Nominal significance only, no FDR correction reported. p-value left blank: the paper names 5 species but prints only 4 p-values, so the p-value-to-species mapping is ambiguous.",enriched,PubMed
PMID39516813,Full-length 16S rRNA (Oxford Nanopore) fecal microbiota profiling of 32 women with chronic migraine plus NSAID medication overuse headache versus 16 healthy non-headache women.,16S rRNA,qualified,Blautia luti,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.1186/s10194-024-01891-3,"Vuralli et al. 2024, J Headache Pain, PMID 39516813","Chronic migraine with NSAID medication overuse headache (CM+MOH); women only. Nominal significance only, no FDR correction reported. p-value left blank: the paper names 5 species but prints only 4 p-values, so the p-value-to-species mapping is ambiguous.",enriched,PubMed
PMID39516813,Full-length 16S rRNA (Oxford Nanopore) fecal microbiota profiling of 32 women with chronic migraine plus NSAID medication overuse headache versus 16 healthy non-headache women.,16S rRNA,qualified,Dorea longicatena,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.1186/s10194-024-01891-3,"Vuralli et al. 2024, J Headache Pain, PMID 39516813","Chronic migraine with NSAID medication overuse headache (CM+MOH); women only. Nominal significance only, no FDR correction reported. p-value left blank: the paper names 5 species but prints only 4 p-values, so the p-value-to-species mapping is ambiguous.",enriched,PubMed
PMID39516813,Full-length 16S rRNA (Oxford Nanopore) fecal microbiota profiling of 32 women with chronic migraine plus NSAID medication overuse headache versus 16 healthy non-headache women.,16S rRNA,qualified,Eubacterium coprostanoligenes,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.1186/s10194-024-01891-3,"Vuralli et al. 2024, J Headache Pain, PMID 39516813","Chronic migraine with NSAID medication overuse headache (CM+MOH); women only. Nominal significance only, no FDR correction reported. p-value left blank: the paper names 5 species but prints only 4 p-values, so the p-value-to-species mapping is ambiguous.",enriched,PubMed
PMID39516813,Full-length 16S rRNA (Oxford Nanopore) fecal microbiota profiling of 32 women with chronic migraine plus NSAID medication overuse headache versus 16 healthy non-headache women.,16S rRNA,qualified,Gemmiger formicilis,species,,Migraine Disorders,D008881,,,reported,,,,https://doi.org/10.1186/s10194-024-01891-3,"Vuralli et al. 2024, J Headache Pain, PMID 39516813","Chronic migraine with NSAID medication overuse headache (CM+MOH); women only. Nominal significance only, no FDR correction reported. p-value left blank: the paper names 5 species but prints only 4 p-values, so the p-value-to-species mapping is ambiguous.",enriched,PubMed
PMID39379796,16S rRNA metataxonomic profiling of fecal samples from 98 pediatric migraine patients aged 6-17 years and 98 healthy children.,16S rRNA,qualified,Gemmiger,genus,,Migraine Disorders,D008881,,,LEfSe,,,,https://doi.org/10.1186/s10194-024-01871-7,"Papetti et al. 2024, J Headache Pain, PMID 39379796","Pediatric migraine, ages 6-17; migraine subtype not specified. LEfSe (alpha 0.05, LDA effect size threshold 3) combined with multivariate analysis; Benjamini-Hochberg correction applied. No per-taxon LDA score or p-value published, so those fields are blank.",enriched,PubMed
PMID39379796,16S rRNA metataxonomic profiling of fecal samples from 98 pediatric migraine patients aged 6-17 years and 98 healthy children.,16S rRNA,qualified,Phocaeicola,genus,,Migraine Disorders,D008881,,,LEfSe,,,,https://doi.org/10.1186/s10194-024-01871-7,"Papetti et al. 2024, J Headache Pain, PMID 39379796","Pediatric migraine, ages 6-17; migraine subtype not specified. LEfSe (alpha 0.05, LDA effect size threshold 3) combined with multivariate analysis; Benjamini-Hochberg correction applied. No per-taxon LDA score or p-value published, so those fields are blank.",enriched,PubMed
PMID39379796,16S rRNA metataxonomic profiling of fecal samples from 98 pediatric migraine patients aged 6-17 years and 98 healthy children.,16S rRNA,qualified,Roseburia,genus,,Migraine Disorders,D008881,,,LEfSe,,,,https://doi.org/10.1186/s10194-024-01871-7,"Papetti et al. 2024, J Headache Pain, PMID 39379796","Pediatric migraine, ages 6-17; migraine subtype not specified. LEfSe (alpha 0.05, LDA effect size threshold 3) combined with multivariate analysis; Benjamini-Hochberg correction applied. No per-taxon LDA score or p-value published, so those fields are blank.",enriched,PubMed
PMID39379796,16S rRNA metataxonomic profiling of fecal samples from 98 pediatric migraine patients aged 6-17 years and 98 healthy children.,16S rRNA,qualified,Escherichia,genus,,Migraine Disorders,D008881,,,LEfSe,,,,https://doi.org/10.1186/s10194-024-01871-7,"Papetti et al. 2024, J Headache Pain, PMID 39379796","Pediatric migraine, ages 6-17; migraine subtype not specified. LEfSe (alpha 0.05, LDA effect size threshold 3) combined with multivariate analysis; Benjamini-Hochberg correction applied. No per-taxon LDA score or p-value published, so those fields are blank.",enriched,PubMed
PMID39379796,16S rRNA metataxonomic profiling of fecal samples from 98 pediatric migraine patients aged 6-17 years and 98 healthy children.,16S rRNA,qualified,Acetatifactor,genus,,Migraine Disorders,D008881,,,LEfSe,,,,https://doi.org/10.1186/s10194-024-01871-7,"Papetti et al. 2024, J Headache Pain, PMID 39379796","Pediatric migraine, ages 6-17; migraine subtype not specified. LEfSe (alpha 0.05, LDA effect size threshold 3) combined with multivariate analysis; Benjamini-Hochberg correction applied. No per-taxon LDA score or p-value published, so those fields are blank.",enriched,PubMed
PMID39379796,16S rRNA metataxonomic profiling of fecal samples from 98 pediatric migraine patients aged 6-17 years and 98 healthy children.,16S rRNA,qualified,Eggerthella,genus,,Migraine Disorders,D008881,,,LEfSe,,,,https://doi.org/10.1186/s10194-024-01871-7,"Papetti et al. 2024, J Headache Pain, PMID 39379796","Pediatric migraine, ages 6-17; migraine subtype not specified. LEfSe (alpha 0.05, LDA effect size threshold 3) combined with multivariate analysis; Benjamini-Hochberg correction applied. No per-taxon LDA score or p-value published, so those fields are blank.",depleted,PubMed
PMID39379796,16S rRNA metataxonomic profiling of fecal samples from 98 pediatric migraine patients aged 6-17 years and 98 healthy children.,16S rRNA,qualified,Clostridium,genus,,Migraine Disorders,D008881,,,LEfSe,,,,https://doi.org/10.1186/s10194-024-01871-7,"Papetti et al. 2024, J Headache Pain, PMID 39379796","Pediatric migraine, ages 6-17; migraine subtype not specified. LEfSe (alpha 0.05, LDA effect size threshold 3) combined with multivariate analysis; Benjamini-Hochberg correction applied. No per-taxon LDA score or p-value published, so those fields are blank.",depleted,PubMed
PMID39379796,16S rRNA metataxonomic profiling of fecal samples from 98 pediatric migraine patients aged 6-17 years and 98 healthy children.,16S rRNA,qualified,Collinsella,genus,,Migraine Disorders,D008881,,,LEfSe,,,,https://doi.org/10.1186/s10194-024-01871-7,"Papetti et al. 2024, J Headache Pain, PMID 39379796","Pediatric migraine, ages 6-17; migraine subtype not specified. LEfSe (alpha 0.05, LDA effect size threshold 3) combined with multivariate analysis; Benjamini-Hochberg correction applied. No per-taxon LDA score or p-value published, so those fields are blank.",depleted,PubMed
PMID39379796,16S rRNA metataxonomic profiling of fecal samples from 98 pediatric migraine patients aged 6-17 years and 98 healthy children.,16S rRNA,qualified,Parabacteroides,genus,,Migraine Disorders,D008881,,,LEfSe,,,,https://doi.org/10.1186/s10194-024-01871-7,"Papetti et al. 2024, J Headache Pain, PMID 39379796","Pediatric migraine, ages 6-17; migraine subtype not specified. LEfSe (alpha 0.05, LDA effect size threshold 3) combined with multivariate analysis; Benjamini-Hochberg correction applied. No per-taxon LDA score or p-value published, so those fields are blank.",depleted,PubMed
