project_id,project_description,data_type,data_quality,scientific_name,taxonomic_rank,ncbi_tax_id,disease_name,mesh_id,negative_enriched_in,positive_enriched_in,effect_type,lda_score,p_value,q_value,association_url,citation,notes,direction,source_database
PMID36355832,"60 primary Sjogren's syndrome patients and 50 age/sex-matched healthy controls enrolled, fecal samples from 41 patients and 44 controls; stool; 16S rRNA V3-V4 sequencing",16S rRNA,qualified,Flavonifractor,genus,,Sjogren's Syndrome,D012859,,,reported,,,,https://doi.org/10.1371/journal.pone.0277270,"Li et al. 2022, PLoS One, PMID 36355832","Primary SS only (secondary SS, other autoimmune disease and GI disorders excluded); no antibiotics or probiotics for 3 months. Exact p-values and LDA scores not stated in the text (reported only in figures), so left blank. Paper states 15 genera differed but lists 16. Genus names recovered from the PMC HTML because the full-text tool stripped italicised taxon names.",enriched,PubMed
PMID36355832,"60 primary Sjogren's syndrome patients and 50 age/sex-matched healthy controls enrolled, fecal samples from 41 patients and 44 controls; stool; 16S rRNA V3-V4 sequencing",16S rRNA,qualified,Intestinibacter,genus,,Sjogren's Syndrome,D012859,,,reported,,,,https://doi.org/10.1371/journal.pone.0277270,"Li et al. 2022, PLoS One, PMID 36355832","Primary SS only (secondary SS, other autoimmune disease and GI disorders excluded); no antibiotics or probiotics for 3 months. Exact p-values and LDA scores not stated in the text (reported only in figures), so left blank. Paper states 15 genera differed but lists 16. Genus names recovered from the PMC HTML because the full-text tool stripped italicised taxon names.",enriched,PubMed
PMID36355832,"60 primary Sjogren's syndrome patients and 50 age/sex-matched healthy controls enrolled, fecal samples from 41 patients and 44 controls; stool; 16S rRNA V3-V4 sequencing",16S rRNA,qualified,Collinsella,genus,,Sjogren's Syndrome,D012859,,,LEfSe,,,,https://doi.org/10.1371/journal.pone.0277270,"Li et al. 2022, PLoS One, PMID 36355832","Primary SS only (secondary SS, other autoimmune disease and GI disorders excluded); no antibiotics or probiotics for 3 months. Exact p-values and LDA scores not stated in the text (reported only in figures), so left blank. Paper states 15 genera differed but lists 16. Genus names recovered from the PMC HTML because the full-text tool stripped italicised taxon names. LEfSe threshold was LDA score >4; exact score not stated in text.",depleted,PubMed
PMID36355832,"60 primary Sjogren's syndrome patients and 50 age/sex-matched healthy controls enrolled, fecal samples from 41 patients and 44 controls; stool; 16S rRNA V3-V4 sequencing",16S rRNA,qualified,Romboutsia,genus,,Sjogren's Syndrome,D012859,,,reported,,,,https://doi.org/10.1371/journal.pone.0277270,"Li et al. 2022, PLoS One, PMID 36355832","Primary SS only (secondary SS, other autoimmune disease and GI disorders excluded); no antibiotics or probiotics for 3 months. Exact p-values and LDA scores not stated in the text (reported only in figures), so left blank. Paper states 15 genera differed but lists 16. Genus names recovered from the PMC HTML because the full-text tool stripped italicised taxon names.",depleted,PubMed
PMID36355832,"60 primary Sjogren's syndrome patients and 50 age/sex-matched healthy controls enrolled, fecal samples from 41 patients and 44 controls; stool; 16S rRNA V3-V4 sequencing",16S rRNA,qualified,Dorea,genus,,Sjogren's Syndrome,D012859,,,reported,,,,https://doi.org/10.1371/journal.pone.0277270,"Li et al. 2022, PLoS One, PMID 36355832","Primary SS only (secondary SS, other autoimmune disease and GI disorders excluded); no antibiotics or probiotics for 3 months. Exact p-values and LDA scores not stated in the text (reported only in figures), so left blank. Paper states 15 genera differed but lists 16. Genus names recovered from the PMC HTML because the full-text tool stripped italicised taxon names.",depleted,PubMed
PMID36355832,"60 primary Sjogren's syndrome patients and 50 age/sex-matched healthy controls enrolled, fecal samples from 41 patients and 44 controls; stool; 16S rRNA V3-V4 sequencing",16S rRNA,qualified,Fusicatenibacter,genus,,Sjogren's Syndrome,D012859,,,reported,,,,https://doi.org/10.1371/journal.pone.0277270,"Li et al. 2022, PLoS One, PMID 36355832","Primary SS only (secondary SS, other autoimmune disease and GI disorders excluded); no antibiotics or probiotics for 3 months. Exact p-values and LDA scores not stated in the text (reported only in figures), so left blank. Paper states 15 genera differed but lists 16. Genus names recovered from the PMC HTML because the full-text tool stripped italicised taxon names.",depleted,PubMed
PMID36355832,"60 primary Sjogren's syndrome patients and 50 age/sex-matched healthy controls enrolled, fecal samples from 41 patients and 44 controls; stool; 16S rRNA V3-V4 sequencing",16S rRNA,qualified,Lachnospira,genus,,Sjogren's Syndrome,D012859,,,reported,,,,https://doi.org/10.1371/journal.pone.0277270,"Li et al. 2022, PLoS One, PMID 36355832","Primary SS only (secondary SS, other autoimmune disease and GI disorders excluded); no antibiotics or probiotics for 3 months. Exact p-values and LDA scores not stated in the text (reported only in figures), so left blank. Paper states 15 genera differed but lists 16. Genus names recovered from the PMC HTML because the full-text tool stripped italicised taxon names.",depleted,PubMed
PMID36355832,"60 primary Sjogren's syndrome patients and 50 age/sex-matched healthy controls enrolled, fecal samples from 41 patients and 44 controls; stool; 16S rRNA V3-V4 sequencing",16S rRNA,qualified,Adlercreutzia,genus,,Sjogren's Syndrome,D012859,,,reported,,,,https://doi.org/10.1371/journal.pone.0277270,"Li et al. 2022, PLoS One, PMID 36355832","Primary SS only (secondary SS, other autoimmune disease and GI disorders excluded); no antibiotics or probiotics for 3 months. Exact p-values and LDA scores not stated in the text (reported only in figures), so left blank. Paper states 15 genera differed but lists 16. Genus names recovered from the PMC HTML because the full-text tool stripped italicised taxon names.",depleted,PubMed
PMID36355832,"60 primary Sjogren's syndrome patients and 50 age/sex-matched healthy controls enrolled, fecal samples from 41 patients and 44 controls; stool; 16S rRNA V3-V4 sequencing",16S rRNA,qualified,Butyricicoccus,genus,,Sjogren's Syndrome,D012859,,,reported,,,,https://doi.org/10.1371/journal.pone.0277270,"Li et al. 2022, PLoS One, PMID 36355832","Primary SS only (secondary SS, other autoimmune disease and GI disorders excluded); no antibiotics or probiotics for 3 months. Exact p-values and LDA scores not stated in the text (reported only in figures), so left blank. Paper states 15 genera differed but lists 16. Genus names recovered from the PMC HTML because the full-text tool stripped italicised taxon names.",depleted,PubMed
PMID36355832,"60 primary Sjogren's syndrome patients and 50 age/sex-matched healthy controls enrolled, fecal samples from 41 patients and 44 controls; stool; 16S rRNA V3-V4 sequencing",16S rRNA,qualified,Tyzzerella,genus,,Sjogren's Syndrome,D012859,,,reported,,,,https://doi.org/10.1371/journal.pone.0277270,"Li et al. 2022, PLoS One, PMID 36355832","Primary SS only (secondary SS, other autoimmune disease and GI disorders excluded); no antibiotics or probiotics for 3 months. Exact p-values and LDA scores not stated in the text (reported only in figures), so left blank. Paper states 15 genera differed but lists 16. Genus names recovered from the PMC HTML because the full-text tool stripped italicised taxon names.",depleted,PubMed
PMID36355832,"60 primary Sjogren's syndrome patients and 50 age/sex-matched healthy controls enrolled, fecal samples from 41 patients and 44 controls; stool; 16S rRNA V3-V4 sequencing",16S rRNA,qualified,Escherichia coli,species,,Sjogren's Syndrome,D012859,,,LEfSe,,,,https://doi.org/10.1371/journal.pone.0277270,"Li et al. 2022, PLoS One, PMID 36355832","Primary SS only (secondary SS, other autoimmune disease and GI disorders excluded); no antibiotics or probiotics for 3 months. Exact p-values and LDA scores not stated in the text (reported only in figures), so left blank. Paper states 15 genera differed but lists 16. Genus names recovered from the PMC HTML because the full-text tool stripped italicised taxon names. LEfSe threshold was LDA score >4; exact score not stated in text.",enriched,PubMed
PMID36355832,"60 primary Sjogren's syndrome patients and 50 age/sex-matched healthy controls enrolled, fecal samples from 41 patients and 44 controls; stool; 16S rRNA V3-V4 sequencing",16S rRNA,qualified,Collinsella aerofaciens,species,,Sjogren's Syndrome,D012859,,,LEfSe,,,,https://doi.org/10.1371/journal.pone.0277270,"Li et al. 2022, PLoS One, PMID 36355832","Primary SS only (secondary SS, other autoimmune disease and GI disorders excluded); no antibiotics or probiotics for 3 months. Exact p-values and LDA scores not stated in the text (reported only in figures), so left blank. Paper states 15 genera differed but lists 16. Genus names recovered from the PMC HTML because the full-text tool stripped italicised taxon names. LEfSe threshold was LDA score >4; exact score not stated in text.",depleted,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Prevotella,genus,,Sjogren's Syndrome,D012859,,,reported,,0.0017,0.014,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",enriched,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Escherichia,genus,,Sjogren's Syndrome,D012859,,,reported,,0.011,0.046,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",enriched,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Clostridium,genus,,Sjogren's Syndrome,D012859,,,reported,,,0.007,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence. Paper reports p<0.001 (no exact value), so p_value left blank.",enriched,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Enterobacter,genus,,Sjogren's Syndrome,D012859,,,reported,,0.0034,0.02,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",enriched,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Veillonella,genus,,Sjogren's Syndrome,D012859,,,reported,,0.0043,0.022,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",enriched,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Streptococcus,genus,,Sjogren's Syndrome,D012859,,,reported,,0.0043,0.022,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",enriched,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Bacteroides,genus,,Sjogren's Syndrome,D012859,,,reported,,0.0017,0.014,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",depleted,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Alistipes,genus,,Sjogren's Syndrome,D012859,,,reported,,,0.006,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence. Paper reports p<0.001 (no exact value), so p_value left blank. Caveat: this genus-level decrease conflicts with the same paper's family-level report of increased Rikenellaceae.",depleted,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Dorea,genus,,Sjogren's Syndrome,D012859,,,reported,,0.008,0.038,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",depleted,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Parabacteroides,genus,,Sjogren's Syndrome,D012859,,,reported,,0.012,0.046,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",depleted,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Blautia,genus,,Sjogren's Syndrome,D012859,,,reported,,0.0033,0.02,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",depleted,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Lachnospira,genus,,Sjogren's Syndrome,D012859,,,reported,,0.013,0.05,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",depleted,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Roseburia,genus,,Sjogren's Syndrome,D012859,,,reported,,0.013,0.05,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",depleted,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Faecalibacterium,genus,,Sjogren's Syndrome,D012859,,,reported,,0.0023,0.02,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",depleted,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Ruminococcus,genus,,Sjogren's Syndrome,D012859,,,reported,,,0.012,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence. p_value left blank: the printed statistics for this genus are malformed in the source (a value is duplicated).",depleted,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Bifidobacterium,genus,,Sjogren's Syndrome,D012859,,,reported,,0.012,0.046,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",depleted,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Clostridium clostridioforme,species,,Sjogren's Syndrome,D012859,,,reported,,0.0037,0.02,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",enriched,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Escherichia coli,species,,Sjogren's Syndrome,D012859,,,reported,,0.0037,0.02,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence.",enriched,PubMed
PMID33228011,"19 primary Sjogren's syndrome patients vs 19 age-, sex- and BMI-matched healthy controls; fecal (stool) samples; 16S rRNA V2-V9 sequencing on Ion S5",16S rRNA,qualified,Prevotella copri,species,,Sjogren's Syndrome,D012859,,,reported,,,0.001,https://doi.org/10.3390/ijms21228733,"Cano-Ortiz et al. 2020, Int J Mol Sci, PMID 33228011","Primary SS only; secondary SS, other autoimmune disease and IBD excluded; no steroids or immunosuppressants for at least 3 months before sampling; all participants on a Mediterranean diet. q_value is the Benjamini-Hochberg FDR-corrected value as printed. Taxon names recovered from the PMC HTML because the full-text tool stripped italicised names; name-to-value pairing verified against the printed abundance sequence. Paper reports p<0.001 (no exact value), so p_value left blank.",enriched,PubMed
